station	date	operateur	releve	herbe	sol_nu	roche	mousse	hauteur	ciel	rq_station	taxon	entendu	vu	fauche	stade	abondance	rq_ind	altitude	data_GPS	X_WGS84	Y_WGS84
544	26/08/2019	BRAUD Yoan	1104	100	0	0	0	39	ensoleille		Roeseliana roeselii		1		adulte	+	Presence hors releve de Decticus verrucivorus	1731	26/08/2019	6.737578	44.20175
544	26/08/2019	BRAUD Yoan	1105	100	0	0	0	31	ensoleille		Chorthippus apricarius	1	1		adulte	++	Presence hors releve de Decticus verrucivorus	1735	26/08/2019	6.737784	44.201512
544	26/08/2019	BRAUD Yoan	1105	100	0	0	0	31	ensoleille		Bicolorana bicolor		1		adulte	1	Presence hors releve de Decticus verrucivorus	1735	26/08/2019	6.737784	44.201512
544	26/08/2019	BRAUD Yoan	1105	100	0	0	0	31	ensoleille		Ephippiger terrestris	1	1		adulte	+	Presence hors releve de Decticus verrucivorus	1735	26/08/2019	6.737784	44.201512
544	26/08/2019	BRAUD Yoan	1105	100	0	0	0	31	ensoleille		Roeseliana roeselii		1		adulte	+	Presence hors releve de Decticus verrucivorus	1735	26/08/2019	6.737784	44.201512
198	24/08/2019	BRAUD Yoan	1096	90	0	5	5	8	ensoleille		Arcyptera fusca	1	1		adulte	+	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2112	24/08/2019	6.82312	44.176929
198	24/08/2019	BRAUD Yoan	1096	90	0	5	5	8	ensoleille		Chorthippus scalaris	1	1		adulte	+	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2112	24/08/2019	6.82312	44.176929
198	24/08/2019	BRAUD Yoan	1096	90	0	5	5	8	ensoleille		Omocestus haemorrhoidalis	1	1		adulte	++++	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2112	24/08/2019	6.82312	44.176929
198	24/08/2019	BRAUD Yoan	1096	90	0	5	5	8	ensoleille		Stenobothrus lineatus		1		adulte	1	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2112	24/08/2019	6.82312	44.176929
198	24/08/2019	BRAUD Yoan	1096	90	0	5	5	8	ensoleille		Stenobothrus nigromaculatus	1	1		adulte	+++	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2112	24/08/2019	6.82312	44.176929
198	24/08/2019	BRAUD Yoan	1096	90	0	5	5	8	ensoleille		Anonconotus ghiliani		1		adulte	5	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2112	24/08/2019	6.82312	44.176929
198	24/08/2019	BRAUD Yoan	1096	90	0	5	5	8	ensoleille		Ephippiger terrestris		1		adulte	1	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2112	24/08/2019	6.82312	44.176929
198	24/08/2019	BRAUD Yoan	1097	55	0	45	0	8	couvert		Arcyptera fusca	1	1		adulte	1	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2102	24/08/2019	6.823218	44.176719
198	24/08/2019	BRAUD Yoan	1097	55	0	45	0	8	couvert		Chorthippus scalaris	1	1		adulte	+++	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2102	24/08/2019	6.823218	44.176719
198	24/08/2019	BRAUD Yoan	1097	55	0	45	0	8	couvert		Omocestus haemorrhoidalis	1	1		adulte	+++	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2102	24/08/2019	6.823218	44.176719
198	24/08/2019	BRAUD Yoan	1097	55	0	45	0	8	couvert		Podisma dechambrei		1		adulte	1	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2102	24/08/2019	6.823218	44.176719
198	24/08/2019	BRAUD Yoan	1097	55	0	45	0	8	couvert		Stenobothrus lineatus	1	1		adulte	+++	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2102	24/08/2019	6.823218	44.176719
198	24/08/2019	BRAUD Yoan	1097	55	0	45	0	8	couvert		Acrididae sp		1		juvenile	1	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2102	24/08/2019	6.823218	44.176719
198	24/08/2019	BRAUD Yoan	1098	75	5	20	0	6	couvert		Chorthippus apricarius		1		adulte	1	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2094	24/08/2019	6.823389	44.176553
366	12/09/2019	BRAUD Yoan	1227	100	0	0	0	3	ensoleille		Oedipoda caerulescens		1		adulte	1	Presence hors releve de Decticus verrucivorus et Arcyptera fusca	2408	12/09/2019	6.735535	44.258425
198	24/08/2019	BRAUD Yoan	1098	75	5	20	0	6	couvert		Chorthippus scalaris	1	1		adulte	+	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2094	24/08/2019	6.823389	44.176553
198	24/08/2019	BRAUD Yoan	1098	75	5	20	0	6	couvert		Omocestus haemorrhoidalis		1		adulte	+++	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2094	24/08/2019	6.823389	44.176553
198	24/08/2019	BRAUD Yoan	1098	75	5	20	0	6	couvert		Omocestus viridulus		1		adulte	1	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2094	24/08/2019	6.823389	44.176553
198	24/08/2019	BRAUD Yoan	1098	75	5	20	0	6	couvert		Stenobothrus lineatus		1		adulte	+	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2094	24/08/2019	6.823389	44.176553
198	24/08/2019	BRAUD Yoan	1098	75	5	20	0	6	couvert		Acrididae sp		1		juvenile	2	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2094	24/08/2019	6.823389	44.176553
198	24/08/2019	BRAUD Yoan	1099	100	0	0	0	24	couvert		Arcyptera fusca	1	1		adulte	1	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2093	24/08/2019	6.82345	44.176717
198	24/08/2019	BRAUD Yoan	1099	100	0	0	0	24	couvert		Chorthippus apricarius		1		adulte	1	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2093	24/08/2019	6.82345	44.176717
A104	11/08/2018	BRAUD Yoan	584	100	0	0	0	8	ensoleille		Oedipoda caerulescens		1		adulte	1		948	11/08/2018 16:38	7.47263	43.92469
198	24/08/2019	BRAUD Yoan	1099	100	0	0	0	24	couvert		Omocestus haemorrhoidalis		1		adulte	++	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2093	24/08/2019	6.82345	44.176717
198	24/08/2019	BRAUD Yoan	1099	100	0	0	0	24	couvert		Stenobothrus lineatus		1		adulte	+	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2093	24/08/2019	6.82345	44.176717
198	24/08/2019	BRAUD Yoan	1099	100	0	0	0	24	couvert		Ephippiger terrestris		1		adulte	1	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2093	24/08/2019	6.82345	44.176717
198	24/08/2019	BRAUD Yoan	1099	100	0	0	0	24	couvert		Acrididae sp		1		juvenile	3	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2093	24/08/2019	6.82345	44.176717
198	24/08/2019	BRAUD Yoan	1100	95	0	5	0	5	couvert		Arcyptera fusca	1	1		adulte	1	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2095	24/08/2019	6.82332	44.17687
198	24/08/2019	BRAUD Yoan	1100	95	0	5	0	5	couvert		Chorthippus apricarius		1		adulte	2	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2095	24/08/2019	6.82332	44.17687
204	21/08/2018	BRAUD Yoan	634	80	10	5	5	5	ensoleille		Oedipoda caerulescens		1		adulte	1	neonate	1456	21/08/2018 14:36	6.74663	44.20179
198	24/08/2019	BRAUD Yoan	1100	95	0	5	0	5	couvert		Chorthippus scalaris		1		adulte	++	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2095	24/08/2019	6.82332	44.17687
198	24/08/2019	BRAUD Yoan	1100	95	0	5	0	5	couvert		Omocestus haemorrhoidalis		1		adulte	+++	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2095	24/08/2019	6.82332	44.17687
198	24/08/2019	BRAUD Yoan	1100	95	0	5	0	5	couvert		Stenobothrus lineatus		1		adulte	++	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2095	24/08/2019	6.82332	44.17687
198	24/08/2019	BRAUD Yoan	1100	95	0	5	0	5	couvert		Anonconotus ghiliani		1		adulte	1	Presence hors releve de Tettigonia cantans et de Decticus verrucivorus	2095	24/08/2019	6.82332	44.17687
188	24/08/2019	BRAUD Yoan	1091	65	0	30	5	3	ensoleille		Arcyptera fusca	1	1		adulte	++	Presence hors releve de Ephippiger terrestris	2159	24/08/2019	6.820462	44.178177
188	24/08/2019	BRAUD Yoan	1091	65	0	30	5	3	ensoleille		Chorthippus apricarius		1		adulte	+	Presence hors releve de Ephippiger terrestris	2159	24/08/2019	6.820462	44.178177
A115	29/08/2018	BRAUD Yoan	733	85	8	7	0	11	ensoleille		Oedipoda caerulescens		1		juvenile	1		1676	29/08/2018 17:41	7.46088	43.99539
188	24/08/2019	BRAUD Yoan	1091	65	0	30	5	3	ensoleille		Myrmeleotettix maculatus	1	1		adulte	+	Presence hors releve de Ephippiger terrestris	2159	24/08/2019	6.820462	44.178177
188	24/08/2019	BRAUD Yoan	1091	65	0	30	5	3	ensoleille		Podisma pedestris		1		adulte	2	Presence hors releve de Ephippiger terrestris	2159	24/08/2019	6.820462	44.178177
188	24/08/2019	BRAUD Yoan	1091	65	0	30	5	3	ensoleille		Stenobothrus nigromaculatus	1	1		adulte	4	Presence hors releve de Ephippiger terrestris	2159	24/08/2019	6.820462	44.178177
A115	29/08/2018	BRAUD Yoan	735	95	5	0	0	8	ensoleille		Oedipoda caerulescens		1		juvenile	1		1676	29/08/2018 18:06	7.46108	43.99524
188	24/08/2019	BRAUD Yoan	1092	100	0	0	0	11	ensoleille		Arcyptera fusca	1	1		adulte	++	Presence hors releve de Ephippiger terrestris	2163	24/08/2019	6.820405	44.17802
188	24/08/2019	BRAUD Yoan	1092	100	0	0	0	11	ensoleille		Chorthippus apricarius		1		adulte	2	Presence hors releve de Ephippiger terrestris	2163	24/08/2019	6.820405	44.17802
A145	30/08/2018	BRAUD Yoan	738	100	0	0	0	14	ensoleille		Oedipoda caerulescens		1		adulte	2		1107	30/08/2018 11:18	7.52439	43.98217
188	24/08/2019	BRAUD Yoan	1092	100	0	0	0	11	ensoleille		Myrmeleotettix maculatus		1		adulte	+	Presence hors releve de Ephippiger terrestris	2163	24/08/2019	6.820405	44.17802
188	24/08/2019	BRAUD Yoan	1092	100	0	0	0	11	ensoleille		Omocestus haemorrhoidalis		1		adulte	+	Presence hors releve de Ephippiger terrestris	2163	24/08/2019	6.820405	44.17802
188	24/08/2019	BRAUD Yoan	1092	100	0	0	0	11	ensoleille		Omocestus viridulus	1	1		adulte	2	Presence hors releve de Ephippiger terrestris	2163	24/08/2019	6.820405	44.17802
188	24/08/2019	BRAUD Yoan	1092	100	0	0	0	11	ensoleille		Stenobothrus nigromaculatus		1		adulte	+	Presence hors releve de Ephippiger terrestris	2163	24/08/2019	6.820405	44.17802
188	24/08/2019	BRAUD Yoan	1092	100	0	0	0	11	ensoleille		Anonconotus ghiliani		1		adulte	2	Presence hors releve de Ephippiger terrestris	2163	24/08/2019	6.820405	44.17802
188	24/08/2019	BRAUD Yoan	1093	85	0	15	0	4	ensoleille		Arcyptera fusca	1	1		adulte	+	Presence hors releve de Ephippiger terrestris	2166	24/08/2019	6.820179	44.178118
188	24/08/2019	BRAUD Yoan	1093	85	0	15	0	4	ensoleille		Chorthippus apricarius		1		adulte	+	Presence hors releve de Ephippiger terrestris	2166	24/08/2019	6.820179	44.178118
A155	30/08/2018	BRAUD Yoan	741	50	15	35	0	31	ensoleille		Oedipoda caerulescens		1		adulte	5		1018	30/08/2018 12:11	7.52752	43.97908
188	24/08/2019	BRAUD Yoan	1093	85	0	15	0	4	ensoleille		Chorthippus scalaris	1	1		adulte	1	Presence hors releve de Ephippiger terrestris	2166	24/08/2019	6.820179	44.178118
A155	30/08/2018	BRAUD Yoan	742	60	10	30	0	26	ensoleille		Oedipoda caerulescens		1		adulte	4		1003	30/08/2018 12:31	7.52788	43.97922
188	24/08/2019	BRAUD Yoan	1093	85	0	15	0	4	ensoleille		Myrmeleotettix maculatus		1		adulte	+	Presence hors releve de Ephippiger terrestris	2166	24/08/2019	6.820179	44.178118
188	24/08/2019	BRAUD Yoan	1093	85	0	15	0	4	ensoleille		Stenobothrus nigromaculatus	1	1		adulte	+++	Presence hors releve de Ephippiger terrestris	2166	24/08/2019	6.820179	44.178118
188	24/08/2019	BRAUD Yoan	1094	95	0	5	0	5	intermediaire		Arcyptera fusca	1	1		adulte	+	Presence hors releve de Ephippiger terrestris	2166	24/08/2019	6.819954	44.178137
188	24/08/2019	BRAUD Yoan	1094	95	0	5	0	5	intermediaire		Chorthippus apricarius		1		adulte	+	Presence hors releve de Ephippiger terrestris	2166	24/08/2019	6.819954	44.178137
A155	30/08/2018	BRAUD Yoan	743	65	5	30	0	25	ensoleille		Oedipoda caerulescens		1		adulte	1		993	30/08/2018 12:59	7.52812	43.97944
A135	30/08/2018	BRAUD Yoan	749	75	10	15	0	15	ensoleille		Oedipoda caerulescens		1		adulte	3		1517	30/08/2018 15:14	7.4843	43.98372
188	24/08/2019	BRAUD Yoan	1094	95	0	5	0	5	intermediaire		Omocestus viridulus		1		adulte	2	Presence hors releve de Ephippiger terrestris	2166	24/08/2019	6.819954	44.178137
188	24/08/2019	BRAUD Yoan	1094	95	0	5	0	5	intermediaire		Podisma pedestris		1		adulte	1	Presence hors releve de Ephippiger terrestris	2166	24/08/2019	6.819954	44.178137
188	24/08/2019	BRAUD Yoan	1094	95	0	5	0	5	intermediaire		Stenobothrus lineatus		1		adulte	3	Presence hors releve de Ephippiger terrestris	2166	24/08/2019	6.819954	44.178137
188	24/08/2019	BRAUD Yoan	1094	95	0	5	0	5	intermediaire		Stenobothrus nigromaculatus		1		adulte	+	Presence hors releve de Ephippiger terrestris	2166	24/08/2019	6.819954	44.178137
188	24/08/2019	BRAUD Yoan	1094	95	0	5	0	5	intermediaire		Anonconotus ghiliani		1		adulte	3	Presence hors releve de Ephippiger terrestris	2166	24/08/2019	6.819954	44.178137
188	24/08/2019	BRAUD Yoan	1095	100	0	0	0	17	intermediaire		Arcyptera fusca	1	1		adulte	++	Presence hors releve de Ephippiger terrestris	2168	24/08/2019	6.820157	44.177992
188	24/08/2019	BRAUD Yoan	1095	100	0	0	0	17	intermediaire		Chorthippus apricarius		1		adulte	1	Presence hors releve de Ephippiger terrestris	2168	24/08/2019	6.820157	44.177992
A135	30/08/2018	BRAUD Yoan	750	85	10	5	0	14	ensoleille		Oedipoda caerulescens		1		adulte	1		1518	30/08/2018 15:29	7.48397	43.98362
188	24/08/2019	BRAUD Yoan	1095	100	0	0	0	17	intermediaire		Omocestus viridulus	1	1		adulte	+	Presence hors releve de Ephippiger terrestris	2168	24/08/2019	6.820157	44.177992
188	24/08/2019	BRAUD Yoan	1095	100	0	0	0	17	intermediaire		Stenobothrus lineatus	1	1		adulte	+	Presence hors releve de Ephippiger terrestris	2168	24/08/2019	6.820157	44.177992
208	24/08/2019	BRAUD Yoan	1086	100	0	0	0	20	ensoleille		Arcyptera fusca	1	1		adulte	1	Presence hors releve de Tettigonia cantans	2021	24/08/2019	6.8261	44.179274
208	24/08/2019	BRAUD Yoan	1086	100	0	0	0	20	ensoleille		Chorthippus scalaris	1	1		adulte	2	Presence hors releve de Tettigonia cantans	2021	24/08/2019	6.8261	44.179274
208	24/08/2019	BRAUD Yoan	1086	100	0	0	0	20	ensoleille		Omocestus haemorrhoidalis		1		adulte	+++	Presence hors releve de Tettigonia cantans	2021	24/08/2019	6.8261	44.179274
208	24/08/2019	BRAUD Yoan	1086	100	0	0	0	20	ensoleille		Stenobothrus lineatus		1		adulte	+	Presence hors releve de Tettigonia cantans	2021	24/08/2019	6.8261	44.179274
208	24/08/2019	BRAUD Yoan	1086	100	0	0	0	20	ensoleille		Stenobothrus nigromaculatus		1		adulte	+	Presence hors releve de Tettigonia cantans	2021	24/08/2019	6.8261	44.179274
208	24/08/2019	BRAUD Yoan	1086	100	0	0	0	20	ensoleille		Ephippiger terrestris	1			adulte	1	Presence hors releve de Tettigonia cantans	2021	24/08/2019	6.8261	44.179274
208	24/08/2019	BRAUD Yoan	1087	100	0	0	0	31	ensoleille		Arcyptera fusca	1	1		adulte	+	Presence hors releve de Tettigonia cantans	2015	24/08/2019	6.826157	44.179478
208	24/08/2019	BRAUD Yoan	1087	100	0	0	0	31	ensoleille		Chorthippus apricarius		1		adulte	1	Presence hors releve de Tettigonia cantans	2015	24/08/2019	6.826157	44.179478
A125	30/08/2018	BRAUD Yoan	752	97	3	0	0	12	couvert		Oedipoda caerulescens		1		melange (juveniles et adultes)	3		1587	30/08/2018 16:22	7.47595	43.98763
208	24/08/2019	BRAUD Yoan	1087	100	0	0	0	31	ensoleille		Omocestus haemorrhoidalis		1		adulte	++	Presence hors releve de Tettigonia cantans	2015	24/08/2019	6.826157	44.179478
208	24/08/2019	BRAUD Yoan	1087	100	0	0	0	31	ensoleille		Omocestus viridulus		1		adulte	+	Presence hors releve de Tettigonia cantans	2015	24/08/2019	6.826157	44.179478
208	24/08/2019	BRAUD Yoan	1087	100	0	0	0	31	ensoleille		Podisma pedestris		1		adulte	1	Presence hors releve de Tettigonia cantans	2015	24/08/2019	6.826157	44.179478
208	24/08/2019	BRAUD Yoan	1087	100	0	0	0	31	ensoleille		Stenobothrus lineatus		1		adulte	+	Presence hors releve de Tettigonia cantans	2015	24/08/2019	6.826157	44.179478
208	24/08/2019	BRAUD Yoan	1087	100	0	0	0	31	ensoleille		Stenobothrus nigromaculatus		1		adulte	4	Presence hors releve de Tettigonia cantans	2015	24/08/2019	6.826157	44.179478
208	24/08/2019	BRAUD Yoan	1087	100	0	0	0	31	ensoleille		Anonconotus ghiliani		1		adulte	1	Presence hors releve de Tettigonia cantans	2015	24/08/2019	6.826157	44.179478
A125	30/08/2018	BRAUD Yoan	754	80	15	5	0	8	couvert		Oedipoda caerulescens		1		juvenile	1		1598	30/08/2018 16:45	7.476	43.98788
208	24/08/2019	BRAUD Yoan	1087	100	0	0	0	31	ensoleille		Ephippiger terrestris	1	1		adulte	1	Presence hors releve de Tettigonia cantans	2015	24/08/2019	6.826157	44.179478
208	24/08/2019	BRAUD Yoan	1088	100	0	0	0	28	ensoleille		Arcyptera fusca	1	1		adulte	+	Presence hors releve de Tettigonia cantans	2013	24/08/2019	6.826184	44.179664
208	24/08/2019	BRAUD Yoan	1088	100	0	0	0	28	ensoleille		Chorthippus apricarius		1		adulte	+	Presence hors releve de Tettigonia cantans	2013	24/08/2019	6.826184	44.179664
245	14/08/2018	BRAUD Yoan	587	100	0	0	0	21	ensoleille	proximite lisiere impossible a eviter	Pseudochorthippus parallelus	1	1	1	adulte	 +++		1196	14/08/2018 10:56	6.74962	44.17427
208	24/08/2019	BRAUD Yoan	1088	100	0	0	0	28	ensoleille		Chorthippus scalaris		1		adulte	++	Presence hors releve de Tettigonia cantans	2013	24/08/2019	6.826184	44.179664
208	24/08/2019	BRAUD Yoan	1088	100	0	0	0	28	ensoleille		Omocestus haemorrhoidalis		1		adulte	++	Presence hors releve de Tettigonia cantans	2013	24/08/2019	6.826184	44.179664
208	24/08/2019	BRAUD Yoan	1088	100	0	0	0	28	ensoleille		Stenobothrus lineatus	1	1		adulte	+	Presence hors releve de Tettigonia cantans	2013	24/08/2019	6.826184	44.179664
208	24/08/2019	BRAUD Yoan	1088	100	0	0	0	28	ensoleille		Stenobothrus nigromaculatus		1		adulte	1	Presence hors releve de Tettigonia cantans	2013	24/08/2019	6.826184	44.179664
208	24/08/2019	BRAUD Yoan	1088	100	0	0	0	28	ensoleille		Anonconotus ghiliani		1		adulte	1	Presence hors releve de Tettigonia cantans	2013	24/08/2019	6.826184	44.179664
245	14/08/2018	BRAUD Yoan	588	100	0	0	0	24	ensoleille	proximite lisiere impossible a eviter	Pseudochorthippus parallelus		1	1	adulte	 +++		1209	14/08/2018 11:23	6.74938	44.17456
208	24/08/2019	BRAUD Yoan	1089	100	0	0	0	23	ensoleille		Arcyptera fusca	1	1		adulte	3	Presence hors releve de Tettigonia cantans	2001	24/08/2019	6.826348	44.179559
208	24/08/2019	BRAUD Yoan	1089	100	0	0	0	23	ensoleille		Chorthippus apricarius		1		adulte	2	Presence hors releve de Tettigonia cantans	2001	24/08/2019	6.826348	44.179559
245	14/08/2018	BRAUD Yoan	589	100	0	0	0	15	ensoleille	proximite lisiere impossible a eviter	Pseudochorthippus parallelus	1	1	1	adulte	 +++		1210	14/08/2018 11:44	6.74928	44.17497
208	24/08/2019	BRAUD Yoan	1089	100	0	0	0	23	ensoleille		Chorthippus scalaris	1	1		adulte	++	Presence hors releve de Tettigonia cantans	2001	24/08/2019	6.826348	44.179559
208	24/08/2019	BRAUD Yoan	1089	100	0	0	0	23	ensoleille		Omocestus haemorrhoidalis		1		adulte	+++	Presence hors releve de Tettigonia cantans	2001	24/08/2019	6.826348	44.179559
208	24/08/2019	BRAUD Yoan	1089	100	0	0	0	23	ensoleille		Omocestus viridulus	1	1		adulte	+	Presence hors releve de Tettigonia cantans	2001	24/08/2019	6.826348	44.179559
208	24/08/2019	BRAUD Yoan	1089	100	0	0	0	23	ensoleille		Stenobothrus lineatus	1	1		adulte	+	Presence hors releve de Tettigonia cantans	2001	24/08/2019	6.826348	44.179559
208	24/08/2019	BRAUD Yoan	1089	100	0	0	0	23	ensoleille		Ephippiger terrestris	1	1		melange (juveniles et adultes)	3	Presence hors releve de Tettigonia cantans	2001	24/08/2019	6.826348	44.179559
208	24/08/2019	BRAUD Yoan	1090	100	0	0	0	26	ensoleille		Arcyptera fusca		1		adulte	2	Presence hors releve de Tettigonia cantans	2009	24/08/2019	6.826368	44.179375
208	24/08/2019	BRAUD Yoan	1090	100	0	0	0	26	ensoleille		Chorthippus apricarius		1		adulte	++	Presence hors releve de Tettigonia cantans	2009	24/08/2019	6.826368	44.179375
245	14/08/2018	BRAUD Yoan	590	95	0	0	5	10	ensoleille	proximite lisiere impossible a eviter	Pseudochorthippus parallelus		1		adulte	 +		1217	14/08/2018 11:53	6.7491	44.17532
208	24/08/2019	BRAUD Yoan	1090	100	0	0	0	26	ensoleille		Chorthippus scalaris	1	1		adulte	++	Presence hors releve de Tettigonia cantans	2009	24/08/2019	6.826368	44.179375
208	24/08/2019	BRAUD Yoan	1090	100	0	0	0	26	ensoleille		Euchorthippus declivus		1		adulte	2	Presence hors releve de Tettigonia cantans	2009	24/08/2019	6.826368	44.179375
208	24/08/2019	BRAUD Yoan	1090	100	0	0	0	26	ensoleille		Omocestus haemorrhoidalis		1		adulte	+++	Presence hors releve de Tettigonia cantans	2009	24/08/2019	6.826368	44.179375
208	24/08/2019	BRAUD Yoan	1090	100	0	0	0	26	ensoleille		Omocestus viridulus	1	1		adulte	++	Presence hors releve de Tettigonia cantans	2009	24/08/2019	6.826368	44.179375
208	24/08/2019	BRAUD Yoan	1090	100	0	0	0	26	ensoleille		Stenobothrus lineatus	1	1		adulte	+	Presence hors releve de Tettigonia cantans	2009	24/08/2019	6.826368	44.179375
